부처명,번호,사업명,페이지_시작,페이지_끝,총괄표_찾음,총괄표_라인번호,has_추경,has_요구,서브앵커_라인,수집라인,추출숫자,숫자개수,매핑방법,budget_2024,budget_2025,budget_2025_sup,budget_2026_req,budget_2026,change_amount,change_rate,총괄표_원문,fallback_표구조
산업통상부,417,미래이차전지원료소재실증플랫폼기반구축,3907,3916,True,80,True,True,82.0,"실증플랫폼기반구축 | - | - | - | 2,280 | 2,280 | 2,280 | 순증","DASH | DASH | DASH | 2,280 | 2,280 | 2,280 | 순증",7,7열(1차(break)),,,,2280.0,2280.0,2280.0,,"- 3907 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
미래이차전지원료소재
실증플랫폼기반구축
-
-
-
2,280
2,280
2,280
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,418,민관공동투자반도체고급인력양성(R&D),3917,3925,True,83,True,True,85.0,"고급인력양성 | (R&D) | 11,974 | 16,529 | 16,529 | 17,332 | 17,332 | 803 | 4.8","11,974 | 16,529 | 16,529 | 17,332 | 17,332 | 803 | 4.8",7,7열(1차(break)),11974.0,16529.0,16529.0,17332.0,17332.0,803.0,4.8,"- 3917 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
민관공동투자반도체
고급인력양성
(R&D)
11,974
16,529
16,529
17,332
17,332
803
4.8
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
ㅇ (민관공동투자반도체고급인력양성) 기업수요형 R&D 수행으로 고급전문 인력을 
양성하여 반도체 글로벌 경쟁력 및 안정적 반도체 산업기반 확보
- 메모리와 시스템 반도체 개발 및 반도체 소재부터 장비까지 全영역 원천기술 확보 
및 고급 인력 양성
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액",
산업통상부,419,민군기술협력(R&D)(산업부),3926,3939,True,80,True,True,82.0,"(R&D) | 7,055 | 18,403 | 18,403 | 21,303 | 18,973 | 570 | 3.1","7,055 | 18,403 | 18,403 | 21,303 | 18,973 | 570 | 3.1",7,7열(1차(break)),7055.0,18403.0,18403.0,21303.0,18973.0,570.0,3.1,"- 3926 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
민군기술협력
(R&D)
7,055
18,403
18,403
21,303
18,973
570
3.1
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,420,바이오산업개방형생태계조성촉진,3940,3963,True,90,True,True,92.0,"바이오산업 | 개방형 생태계 | 조성 촉진 | 40,574 | 41,661 | 41,661 | 42,747 | 55,627 | 13,966 | 33.5","40,574 | 41,661 | 41,661 | 42,747 | 55,627 | 13,966 | 33.5",7,7열(1차(break)),40574.0,41661.0,41661.0,42747.0,55627.0,13966.0,33.5,"- 3940 -

가. 예산안 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
바이오산업
개방형 생태계 
조성 촉진
40,574
41,661
41,661
42,747
55,627
13,966
33.5
□기능별(내역사업별), 목별 예산안 내역
2024
2025(’25.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,421,반도체 첨단 패키징 선도기술개발 사업(R&D),3964,3974,True,82,True,True,84.0,"선도기술개발사업 | (R&D) | - | 17,800 | 17,800 | 39,188 | 39,188 | 21,388 | 120.2","DASH | 17,800 | 17,800 | 39,188 | 39,188 | 21,388 | 120.2",7,7열(1차(break)),,17800.0,17800.0,39188.0,39188.0,21388.0,120.2,"- 3964 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
반도체첨단패키징
선도기술개발사업
(R&D)
-
17,800
17,800
39,188
39,188
21,388
120.2
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
산업통상부,422,범부처감염병방역체계고도화R&D사업(R&D),3975,4000,True,84,True,True,86.0,"체계고도화(R&D) | 432 | 750 | 750 | 1,000 | 1,000 | 250 | 33.3","432 | 750 | 750 | 1,000 | 1,000 | 250 | 33.3",7,7열(1차(break)),432.0,750.0,750.0,1000.0,1000.0,250.0,33.3,"- 3975 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
범부처감염병방역
체계고도화(R&D)
432
750
750
1,000
1,000
250
33.3
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,423,뿌리산업경쟁력강화지원,4001,4012,True,78,True,True,80.0,"강화지원 | 13,733 | 11,673 | - | 9,749 | 9,749 | △1,924 | △16.5","13,733 | 11,673 | DASH | 9,749 | 9,749 | △1,924 | △16.5",7,7열(1차(break)),13733.0,11673.0,,9749.0,9749.0,-1924.0,-16.5,"- 4001 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
뿌리산업경쟁력
강화지원
13,733
11,673
-
9,749
9,749
△1,924
△16.5
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,424,뿌리산업혁신공정장비개발사업(R&D),4013,4024,True,83,True,True,85.0,"뿌리산업 | 혁신공정장비 | 개발(R&D) | - | - | - | 6,200 | 6,200 | 6,200 | 순증","DASH | DASH | DASH | 6,200 | 6,200 | 6,200 | 순증",7,7열(1차(break)),,,,6200.0,6200.0,6200.0,,"- 4013 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
뿌리산업 
혁신공정장비 
개발(R&D)
-
-
-
6,200
6,200
6,200
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
산업통상부,425,산업AI 솔루션 실증확산 지원,4025,4033,True,76,True,True,78.0,"실증‧확산지원 | - | - | 12,800 | 12,800 | 12,800 | 12,800 | -","DASH | DASH | 12,800 | 12,800 | 12,800 | 12,800 | DASH",7,7열(1차(break)),,,12800.0,12800.0,12800.0,12800.0,,"주소영 실장
02-6009-3640
가. 예산안 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업AI솔루션
실증‧확산지원
-
-
12,800
12,800
12,800
12,800
-
- 4025 -

□기능별(내역사업별), 목별 예산안 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
ㅇ (목적) 제조기업(산업AI 수요기업)이 필요로 하는 산업AI 솔루션 실증·확산 및 산업AI
협업 생태계 구축
* 산업AI 수요기업(제조기업) - 산업AI 공급기업(솔루션기업) - 연구기관·대학
ㅇ (내용) 공급기업이 보유한 AI 솔루션을 수요기업 현장에 적용·실증
․ (산업AI 솔루션 실증) 업종별 실증 시나리오 설계 後수요기업 현장에서 파인튜닝
(Fine-tuning)된 솔루션의 성능 검증 및 고도화
․ (전국 확산) 컨소시엄별 업종 협회, 전문연구기관 등 지원기관이 참여하여, 컨소시엄간 
실증 성과 공유 및 확산을 뒷받침
2024
2025(2025.12월말)
2026",
산업통상부,426,산업AI용데이터전처리자동화기술개발(R&D),4034,4042,True,82,True,True,84.0,"자동화기술개발(R&D) | - | 3,200 | - | 6,325 | 6,325 | 3,125 | 97.7","DASH | 3,200 | DASH | 6,325 | 6,325 | 3,125 | 97.7",7,7열(1차(break)),,3200.0,,6325.0,6325.0,3125.0,97.7,"- 4034 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업AI용데이터전처리
자동화기술개발(R&D)
-
3,200
-
6,325
6,325
3,125
97.7
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- (목적) 공정별・유형별 산업데이터를 인공지능(AI)이 학습 가능하도록 가공하는 전처리 
자동화 기술 강화를 통한 AI 내재화 촉진
- (내용) 산업데이터를 인공지능이 학습 가능 하도록 가공하는 산업데이터 전처리 자동화 
플랫폼 개발 및 기업이 참조 가능한 공종별 라이브러리 개발
․ (자동화 플랫폼 개발) 로코드, 노코드 기반으로 데이터 전처리 자동화를 위한 프로
세스 모델러, 전처리 자동 수행기능 등 필요 기능 개발
․ (공종별 라이브러리 개발) 기업이 참조하여 활용 가능하도록 산업에 수요가 높은 
공종별(안전, 설비, 품질, 에너지환경, 공정물류) 전처리 라이브러리 개발
․ (실증 및 확산) 산업데이터 전처리 자동화 솔루션을 신규 데이터를 통해 실증하고 
유사 분야 AI를 필요로 하는 기업에 확산
2024
2025(2025.12월말)
2026",
산업통상부,427,산업기술국제협력(R&D),4043,4063,True,102,True,True,104.0,"(R&D) | 165,819 | 208,832 | 209,832 | 230,678 | 232,178 | 23,346 | 11.2","165,819 | 208,832 | 209,832 | 230,678 | 232,178 | 23,346 | 11.2",7,7열(1차(break)),165819.0,208832.0,209832.0,230678.0,232178.0,23346.0,11.2,"- 4043 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업기술국제협력
(R&D)
165,819
208,832
209,832
230,678
232,178
23,346
11.2
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,428,산업단지환경조성,4064,4090,True,254,True,True,256.0,"397,197 | 331,378 | 387,478 | 407,340 | 409,920 | 78,542 | 23.7","397,197 | 331,378 | 387,478 | 407,340 | 409,920 | 78,542 | 23.7",7,7열(1차(break)),397197.0,331378.0,387478.0,407340.0,409920.0,78542.0,23.7,"- 4065 -

가. 예산 총괄표   
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업단지환경조성
397,197
331,378
387,478
407,340
409,920
78,542
23.7
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
계획액
(수정)
계획
현액
집행액
[실집
행액]
이월액불용액
계획액
계획
현액
집행액",
산업통상부,429,산업용무기·유기화합물제형물성예측AI파운데이션모델개발(R&D),4091,4097,True,83,True,True,85.0,"화합물제형물성예측 | AI파운데이션모델개발 | - | - | - | 15,000 | 15,000 | 15,000 | 순증","DASH | DASH | DASH | 15,000 | 15,000 | 15,000 | 순증",7,7열(1차(break)),,,,15000.0,15000.0,15000.0,,"- 4091 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업용무기·유기
화합물제형물성예측
AI파운데이션모델개발
-
-
-
15,000
15,000
15,000
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
산업통상부,430,산업혁신기반구축(R&D),4098,4132,True,79,True,True,81.0,"190,992 | 240,845 | 240,845 | 258,501 | 268,484 | 27,639 | 11.5%","190,992 | 240,845 | 240,845 | 258,501 | 268,484 | 27,639 | 11.5",7,7열(1차(break)),190992.0,240845.0,240845.0,258501.0,268484.0,27639.0,11.5,"- 4098 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업혁신기반구축
190,992
240,845
240,845
258,501
268,484
27,639
11.5%
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액
[실집",
산업통상부,431,산업혁신인재성장지원(R&D),4133,4161,True,80,True,True,82.0,"성장지원(R&D) | 157,479 | 166,145 | 166,145 | 201,395 | 201,395 | 35,250 | 21.2","157,479 | 166,145 | 166,145 | 201,395 | 201,395 | 35,250 | 21.2",7,7열(1차(break)),157479.0,166145.0,166145.0,201395.0,201395.0,35250.0,21.2,"- 4133 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업혁신인재
성장지원(R&D)
157,479
166,145
166,145
201,395
201,395
35,250
21.2
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,432,산업현장문제해결형산업AI에이전트기술개발(R&D),4162,4169,True,81,True,True,83.0,"산업AI에이전트 | 기술개발(R&D) | - | - | - | 6,000 | 6,000 | 순증 | -","DASH | DASH | DASH | 6,000 | 6,000 | 순증 | DASH",7,7열(1차(break)),,,,6000.0,6000.0,,,"- 4162 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
산업현장문제해결형
산업AI에이전트
기술개발(R&D)
-
-
-
6,000
6,000
순증
-
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- (목적) 파급효과 높은 산업 공통 Task(시장예측, 공급망·구매효율화, 공정최적화, 품질관리,
생산 설계)의 문제 해결을 위한 산업특화 AI 에이전트 기술개발을 통해 글로벌 AI
기술 주도권 확보 및 산업경쟁력 강화
- (내용) 산업 현장의 복잡한 문제를 상황 인지하고 해결 계획을 자율적으로 수립 및 
실행하는 AI에이전트 개발 및 실증
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산",
산업통상부,433,섬유패션산업활성화기반마련,4170,4182,True,83,True,True,85.0,"활성화기반마련 | 21,193 | 18,490 | 18,490 | 22,008 | 23,408 | 4,918 | 26.6","21,193 | 18,490 | 18,490 | 22,008 | 23,408 | 4,918 | 26.6",7,7열(1차(break)),21193.0,18490.0,18490.0,22008.0,23408.0,4918.0,26.6,"- 4170 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
섬유패션산업
활성화기반마련
21,193
18,490
18,490
22,008
23,408
4,918
26.6
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,434,세포및유전자치료제제조공정고도화기술개발(R&D),4183,4197,True,85,True,True,87.0,"제제조공정고도화 | 기술개발(R&D) | - | - | - | 6,400 | 6,400 | 6,400 | 순증","DASH | DASH | DASH | 6,400 | 6,400 | 6,400 | 순증",7,7열(1차(break)),,,,6400.0,6400.0,6400.0,,"- 4183 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
세포및유전자치료
제제조공정고도화
기술개발(R&D)
-
-
-
6,400
6,400
6,400
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- (세포및유전자치료제 제조공정 고도화 기술개발사업) 차세대 모달리티 의약품인 세
포및유전자치료제의 고품질 제조공정 핵심시스템 개발 및 GMP 내 검증 등을 통
한 국내 첨단바이오기업들의 글로벌 제조경쟁력 확보 및 시장 진출 유도
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액",
산업통상부,435,소재부품산업기술개발기반구축(R&D),4198,4219,True,85,True,True,87.0,"A | 개발기반구축(R&D) | 191,400 | 215,061 | 215,061 | 196,457 | 200,457 △14,604 | △6.8","191,400 | 215,061 | 215,061 | 196,457 | 200,457 | △14,604 | △6.8",7,7열(1차(break)),191400.0,215061.0,215061.0,196457.0,200457.0,-14604.0,-6.8,"- 4198 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/
A
소재부품산업기술
개발기반구축(R&D)
191,400
215,061
215,061
196,457
200,457 △14,604
△6.8
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,436,열공정특화제조AI파운데이션모델개발(R&D),4220,4227,True,79,True,True,81.0,"파운데이션모델 | 개발(R&D) | - | - | - | 12,000 | 12,000 | 12,000 | 순증","DASH | DASH | DASH | 12,000 | 12,000 | 12,000 | 순증",7,7열(1차(break)),,,,12000.0,12000.0,12000.0,,"- 4220 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
열공정특화제조AI
파운데이션모델
개발(R&D)
-
-
-
12,000
12,000
12,000
순증
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
산업통상부,437,의료데이터합성기술및의료인공지능기술기반디지털의료제품개발(R&D),4228,4243,True,85,True,True,87.0,"의료데이터 | 합성기술 및 | 의료인공지능기술 | 기반 디지털 | 의료제품개발 | - | 2,800 | 2,800 | 3,750 | 3,750 | 950 | 33.9","DASH | 2,800 | 2,800 | 3,750 | 3,750 | 950 | 33.9",7,7열(1차(break)),,2800.0,2800.0,3750.0,3750.0,950.0,33.9,"- 4228 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
의료데이터 
합성기술 및 
의료인공지능기술
기반 디지털 
의료제품개발
-
2,800
2,800
3,750
3,750
950
33.9
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산",
산업통상부,438,자동차산업기술개발(R&D),4244,4278,True,351,True,True,353.0,"발(R&D) | 348,493 | 390,424 | 390,424 | 337,751 | 339,711 | △50,713 △13.0.%","348,493 | 390,424 | 390,424 | 337,751 | 339,711 | △50,713 | △13.0",7,7열(1차(break)),348493.0,390424.0,390424.0,337751.0,339711.0,-50713.0,-13.0,"- 4246 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
자동차산업기술개
발(R&D)
348,493
390,424
390,424
337,751
339,711
△50,713 △13.0.%
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액
[실집",
산업통상부,439,자원안보를 위한 고부가가치 한국형 텅스텐 전주기 기술 개발 및 실증,4279,4295,True,85,True,True,89.0,"자원안보를 | 위한 | 고부가가치 | 한국형 | 텅스텐 | 전주기 기술 | 개발 및 | 실증 | - | - | - | 4,000 | 4,000 | 순증 | 순증 | 2024 | 2026 | [실집 | 행액] | [실집 | 행액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집 | 행액]","DASH | DASH | DASH | 4,000 | 4,000 | 순증 | 순증",7,7열(1차(break)),,,,4000.0,4000.0,,,"- 4279 -

가. 예산 총괄표   
(단위: 백만원, %)
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
목명
2024년 
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
자원안보를 
위한 
고부가가치 
한국형 
텅스텐 
전주기 기술 
개발 및 
실증
-
-
-
4,000
4,000
순증
순증
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액",
산업통상부,440,자율형소프트로봇핵심기술국제공동연구(R&D),4296,4305,True,87,True,True,89.0,"심기술국제공동연구 | - | 3,150 | 3,150 | 2,520 | 2,520 | △630 | △20","DASH | 3,150 | 3,150 | 2,520 | 2,520 | △630 | △20",7,7열(1차(break)),,3150.0,3150.0,2520.0,2520.0,-630.0,-20.0,"- 4296 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
자율형소프트로봇핵
심기술국제공동연구
-
3,150
3,150
2,520
2,520
△630
△20
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,441,제조AI 데이터 벨류체인 구축,4306,4313,True,84,True,True,86.0,"체인구축 | - | - | - | 4,000 | 1,000 | 순증 | 순증","DASH | DASH | DASH | 4,000 | 1,000 | 순증 | 순증",7,7열(1차(break)),,,,4000.0,1000.0,,,"- 4306 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
제조AI데이터벨류
체인구축
-
-
-
4,000
1,000
순증
순증
□기능별(내역사업별), 목별 예산안 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
산업통상부,442,제조데이터표준·인공지능활용제품전주기탄소중립지원기술개발(R&D),4314,4323,True,82,True,True,84.0,"활용제품전주기탄소중립 | 지원기술개발(R&D) | - | 3,500 | - | 7,212 | 7,212 | 3,712 | 106.1","DASH | 3,500 | DASH | 7,212 | 7,212 | 3,712 | 106.1",7,7열(1차(break)),,3500.0,,7212.0,7212.0,3712.0,106.1,"- 4314 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
제조데이터표준·인공지능
활용제품전주기탄소중립
지원기술개발(R&D)
-
3,500
-
7,212
7,212
3,712
106.1
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- (목적) 글로벌 공급망 규제 관련 핵심산업 대상 제품 전주기 MCF 플랫폼 개발 및 
제조데이터 표준(AAS*) 기반 핵심공정 탄소 저감기술 개발
* (AAS, Asset Administration Shell) 현실 세계의 물리적 자산을 가상 세계의 디지털 자산으로 구현
하기 위한 표준 기반 인터페이스(통신, 데이터 모델, 자산의 사양 및 기능) 모델링 체계
- (내용) AAS 표준 기반 상호 호환·연계되는 제조데이터를 기반으로, 공정 운영 全
과정에서 발생하는 탄소 배출관리 통합 플랫폼 및 탄소 저감 AI 솔루션 개발
2024
2025(2025.12월말)
2026
예산
예산액
(추경)",
산업통상부,443,제조특화 초거대 제조AI 서비스 개발 및 실증,4324,4329,True,87,True,False,98.0,"제조특화 | 초거대 제조 | AI 서비스 | 개발 및 실증 | 1,400 | 5,920 | 5,920 | 7,680 | 7,680 | 1,760 | 29.7 | 2024 | 2026 | [실집 | 행액] | [실집 | 행액] | 제외 | 이월 | 예상액 | 불용 | 예상액 | [실집 | 행액]","1,400 | 5,920 | 5,920 | 7,680 | 7,680 | 1,760 | 29.7",7,7열(2차(nobreak)),1400.0,5920.0,5920.0,7680.0,7680.0,1760.0,29.7,"- 4324 -

가. 예산 총괄표
(단위: 백만원, %)
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
- (제조특화 초거대 제조AI 서비스 개발 및 실증)
․초거대 제조AI적용 제조 솔루션 新산업을 육성하기 위해서 ①산업단지 내 제조·협력
기업을 대상으로 수집이 가능한 모든 분야의 제조 데이터 수집 체계를 구축하고,
②수집된 데이터를 활용해서 해당 공정 혹은 공장에 특화된 초거대 제조 AI모델을 
구축, 응용서비스 제조현장에 적용하여 기술을 실증하고,
사업명
2024년 
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
제조특화 
초거대 제조 
AI 서비스 
개발 및 실증
1,400
5,920
5,920
7,680
7,680
1,760
29.7
2024
2025(2025.12월말)
2026
예산
계획액
(수정)",
산업통상부,444,조선해양산업기술개발(R&D),4330,4357,True,82,True,True,84.0,"조선해양 | 산업기술개발 | 77,225 | 119,165 | 119,165 | 178,562 | 194,412 | 75,247 | 63.1%","77,225 | 119,165 | 119,165 | 178,562 | 194,412 | 75,247 | 63.1",7,7열(1차(break)),77225.0,119165.0,119165.0,178562.0,194412.0,75247.0,63.1,"- 4330 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구안
확정(B)
(B-A)/A
조선해양
산업기술개발
77,225
119,165
119,165
178,562
194,412
75,247
63.1%
□기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
